86,如果 说 你 以后 并不 想 做 research 这 实际上,CS VV PN AD AD VV VV NN PN AD,1,['research'],[7],['NN'],education,train,264
87,对 然后 但是 如果 你 真的 有 那 种 research pursuit 你 就 想,P AD AD CS PN AD VE DT M NN NN PN AD VV,more,,,,education,train,266
88,做 就 是 publish the best papers or publish the papers as much as,VV AD VC NN DT NN NN CC NR DT NN AD VV NN,more,,,,education,train,267
89,about social or 行政 这个 方面 的 事情,NR NN CC NN DT NN DEG NN,more,,,,education,train,273
90,但是 实际上 如果说 你 真的 想 做 research 的 话 就 对 你 实际上 也 是 有 好处 的 而且,AD AD CS PN AD VV VV NN DEC NN AD P PN AD AD VC VE NN DEC AD,1,['research'],[7],['NN'],education,train,277
91,你 没有 发 很多 paper 就 让 你 毕业 这种,PN AD VV CD NN AD VV PN VV VV,1,['paper'],[4],['NN'],education,train,280
92,国内 recruit 那 recruit professors or,NN NN DT NN NN CC,more,,,,education,train,283
93,呃 lectures,IJ NN,1,['lectures'],[1],['NN'],education,train,284
94,其实 我 几 个 月 前 有 考虑 过 要 不 要 读 phd,AD PN CD M NN LC VE VV AS VV AD VV VV NN,1,['phd'],[13],['NN'],education,train,286
95,然后 我 就 跟 career center 的 老师 聊 过,AD PN AD P NN VV DEC NN VV AS,more,,,,education,train,287
96,直接 ma 申 phd 其实 难度 会 比较 大,AD VV VV NN AD NN VV AD VA,2,"['ma', 'phd']","[1, 3]","['VV', 'NN']",education,train,289
97,而且 就 是 感觉 phd 真的 比较 适合 就是 对 research 很 有 passion 的 人 对,AD AD VC VV NN AD AD VV AD P NN AD VE NN DEC NN VA,3,"['phd', 'research', 'passion']","[4, 10, 13]","['NN', 'NN', 'NN']",education,train,293
98,就是 可能 我 读 phd 只是 为了 去 得到 这个 degree 然后 以后 可以 去 找 个 university 去 当 老师,AD AD PN VV NN AD P VV VV DT NN AD AD VV VV VV M NN VV VV NN,3,"['phd', 'degree', 'university']","[4, 10, 17]","['NN', 'NN', 'NN']",education,train,296
99,这 是 可能 对于 做 一 个 很 棒 的 一 个 research project 其实 没有 这 种 想法,PN VC AD P VV CD M AD JJ DEG CD M NN NN AD VE DT M NN,more,,,,education,train,297
100,对 所以 就 感觉 可能 并没有 太 适合 读 phd,P AD AD VV VV AD AD VV NN NN,1,['phd'],[9],['NN'],education,train,298
101,而且 就 很 担心 读读 一 个 呃 degree 出来 要 四五年 嘛,AD AD AD VV VV CD M IJ VV VV VV NT SP,1,['degree'],[8],['VV'],education,train,299
102,然后 其实 我 也 很 想 知道 你们 就是 像 周围 phd 的话 生活 是 什么样的,AD AD PN AD AD VV VV PN AD P NN NN SP NN VC VV,1,['phd'],[11],['NN'],education,train,301
103,你们 的 daily 是 大概 是 什么 样子 的 这样子,PN DEG NN VC AD VC DT NN DEC VA,1,['daily'],[2],['NN'],education,train,303
104,嗯 so for me is not a education,IJ NN P NN VC NR NN NN,more,,,,education,train,304
105,是 他 的 supervision 实际上 是 很 有限 的,VC PN DEG NN AD VC AD VA SP,1,['supervision'],[3],['NN'],education,train,308
106,当然 你 你 也 可以 去 寻求 帮助 但是 主要 是 你自己 的 motivation self motivation 一定 要 强 就 是 你自己,AD PN PN AD VV VV VV NN AD AD VC PN DEG NN NN NN AD VV VA AD VC PN,more,,,,education,train,309
107,而 下午 大家 基本 都 在 然后 自己 忙 自己 的 事情 如果说 有的 时候 有 team work 这种,AD NT PN AD AD VV AD PN VV PN DEG NN CS DT NN VE NN NN AD,more,,,,education,train,314
108,可能 会 下午 discuss一下 呀,AD VV NT NN SP,1,[],[],[],education,train,315
109,就是 no one assign you to do something,AD NN AD VV PN P VV NR,more,,,,education,train,324
110,motivation 你们 才 可以 去 做 如果 是 我 我 可能 会 很 闲鱼 呆在 家里,NN PN AD VV VV VV CS VC PN PN AD VV AD VA VV NN,1,['motivation'],[0],['NN'],education,train,338
111,因为 我们 我 真的 其实 这个 学期 我们 就是 三 节 课 然后 再 加 一 个 research project 嘛,P PN PN AD AD DT NN PN AD CD M NN AD AD VV CD M NN NN SP,more,,,,education,train,343
112,然后 就 最近 一直 在 做 research project 然后,AD AD NT AD AD VV NN NN AD,more,,,,education,train,344
113,有 大概 有 feel 到 一点 那 种 感觉,VE AD VE NN VV CD DT M NN,1,['feel'],[3],['NN'],education,train,345
114,但是 就是 你 要 找到 一 个 合适 的 topic 去 写,AD AD PN VV VV CD M JJ DEG NN VV VV,1,['topic'],[9],['NN'],education,train,346
115,所以 感觉 是 真的 要 很 academic 的 人才 能够 hold 住,AD VV VC AD VV AD JJ DEG NN VV VV VV,2,"['academic', 'hold']","[6, 10]","['JJ', 'VV']",education,train,349
116,啊呀 it's maybe it's for P H D,IJ AD AD AD P NN CD FW,more,,,,education,train,357
117,对 然后 当时 我 的 lecturer 就 跟我 讲 说,P AD NT PN DEG NN AD AD VV VV,1,['lecturer'],[5],['NN'],education,train,362
118,他 是 学了 linguistic 的,PN VC NN NN SP,1,['linguistic'],[3],['NN'],education,train,364
119,然后 你 要 把 一 个 很 虚 的 concept,AD PN VV BA CD M AD VA DEC NN,1,['concept'],[9],['NN'],education,train,381
120,变成 一 个 很 实 的 一 个 paper 说来 其 实是,VV CD M AD JJ DEG CD M NN VV PN NN,1,['paper'],[8],['NN'],education,train,382
121,对 所以 就 等于 如果 你 读 文学 P H D 的话 你 需要,P AD AD VV CS PN VV NN NN CD NN SP PN VV,more,,,,education,train,386
122,应该 是 就是 computer science 整体 上 我 怎么 说 节奏 比较 快,VV VC AD NN NN NN LC PN AD VV NN AD VA,more,,,,education,train,392
123,走向 有 什么 影响 或者 你 也 可以 感受 到 你 真的 在 follow 他 的 一些 trade,VV VE DT NN CC PN AD VV VV VV PN AD P VV PN DEG CD NN,2,"['follow', 'trade']","[13, 17]","['VV', 'NN']",education,train,398
124,像 读 材料 啊 或者说 像 读 你 的 linguistic 这 种 方向 我 觉得 很,P NN NN SP AD P VV PN DEG NN DT M NN PN VV AD,1,['linguistic'],[9],['NN'],education,train,401
125,influence 看出来 了 太慢了,NR VV AS NR,1,['influence'],[0],['NR'],education,train,403
126,就是 他 需要 你 不停 地 去 找 规律 的 一 个 过程 但 不 是 每 个 人 都 能够 像 professor 一样 就 很 聪明 然后 能够 快速 找到 里面 的 规律 很,AD PN VV PN AD DEV MSP VV NN DEC CD M NN AD AD VC DT M NN AD VV P NN VA AD AD VA AD VV AD VV NN DEG NN AD,1,['professor'],[22],['NN'],education,train,409
127,嗯 ok,IJ NN,1,['ok'],[1],['NN'],education,train,414
128,我 还 以为 你们 会 有 一 个 特殊 的 那 种 learning commerce 因为 我 知道 我们 学院 的,PN AD VV PN VV VE CD M VA DEC DT M JJ NN P PN VV PN NN DEG,more,,,,education,train,427
129,这 种 R P G 还有 P H D 是 有的,DT M NN NN NR CC NN CD NN VC PN,more,,,,education,train,428
130,我们 没有 啊 we have no this,PN AD SP PN VV NN PN,more,,,,education,train,431
131,就是 那 种 study environment 特别 好,AD DT M NN NN AD VA,more,,,,education,train,434
132,对 对 对 我 很 喜欢 这里 的 library,VA VA VA PN AD VV PN DEG NN,1,['library'],[8],['NN'],education,train,435
133,就 感觉 比 我 U G 的 library 要 好 很多,AD VV P PN NN CD DEG NN VV VA CD,more,,,,education,train,436
134,就是 L G four,AD JJ FW VA,more,,,,education,train,438
135,可能 因为 我 一般 都 在 L G 玩,AD P PN AD AD P JJ FW VV,more,,,,education,train,443
136,啊L G 对 L G 吧 它 是 那种 玻璃,AD FW P JJ FW SP PN VC NR NN,more,,,,education,train,444
137,[ UNK ] 我 总 觉得 L G 那 有 一 点,PU NR PU PN AD VV JJ FW PN VE CD M,more,,,,education,train,447
138,noisy 对,NR VA,1,['noisy'],[0],['NR'],education,train,449
139,对 因为 很多 人 就 在 那 groups study 的 那 种,P P CD NN AD P DT NN NN DEG DT M,more,,,,education,train,450
140,然后 如果 是 一 群 的话 那 就 哦 so noisy,AD CS VC CD M SP PN AD IJ NR NR,more,,,,education,train,458
141,然后 昨晚 凌晨 两点 的 时候 就 是 我们 呃 take photos 然后,AD NT NT NT DEG NN AD VC PN IJ NN NN AD,more,,,,education,train,464
142,就 感觉 可能 是 真的 是 final 到 了 然后 就 大家 都 在 很忙,AD VV VV VC AD VC VV VV AS AD AD PN AD AD VA,1,['final'],[6],['VV'],education,train,466
143,诶 那 你们 什么 时候 final 结束 啊,IJ AD PN DT NN NN VV SP,1,['final'],[5],['NN'],education,train,467
144,i don't know why but 呃 这 中间 有一个,NN VV VV NN CC IJ PN NN VV,more,,,,education,train,475
145,因为 我们 的 我们 的 那个 学生 visa 不 是 大概,P PN DEG PN DEG DT NN NR AD VC AD,1,['visa'],[7],['NR'],education,train,479
146,然后 那个 时候 你 拿到 你 的 certificate 那 时候 你 才 是 真的 毕业 了,AD DT NN PN VV PN DEG NN DT NN PN AD VC AD VV SP,1,['certificate'],[7],['NN'],education,train,482
147,啊 but how how can you find a job in this interval,IJ AD AD AD VV PN VV CD NN P PN NN,more,,,,education,train,483
148,呃 究竟 应 不 应该 用 smart phone 的 问题 吧,IJ AD VV AD VV VV NN NN DEG NN SP,more,,,,technology,train,499
149,我 肯定 是 需要 smart phone 的,PN AD VC VV NN NN SP,more,,,,technology,train,507
150,children 我 觉得 children 的话 那 那 就 应该 是 from,NR PN VV NR SP DT AD AD VV VC P,3,"['children', 'children', 'from']","[0, 3, 10]","['NR', 'NR', 'P']",technology,train,510
151,嗯 early childhood to baby to senior high school,IJ AD VV P VV P NN VA NN,more,,,,technology,train,511
152,嗯 commit呃,IJ NR,1,[],[],[],technology,train,514
153,呃 in this,IJ P PN,more,,,,technology,train,523
154,parents 就 可以 呃,NN AD VV SP,1,['parents'],[0],['NN'],technology,train,525
155,有 很多 test 然后 有 中考 啊 有 高考 啊,VE CD NN AD VE NN SP VE NN SP,1,['test'],[2],['NN'],technology,train,530
156,就 因为 现在 的 smart phone 也是,AD P NT DEG NN NN AD,more,,,,technology,train,531
157,呃 一些 软件 app 是,IJ CD NN NN VC,1,['app'],[3],['NN'],technology,train,532
158,呃 有 一些 大家 都 需要 比如说 WeChat 比如说 qq 虽然 我 也 现在 不 怎么 用 qq 了,IJ VE CD PN AD VV AD NR AD NN CS PN AD NT AD AD VV NN SP,3,"['WeChat', 'qq', 'qq']","[7, 9, 17]","['NR', 'NN', 'NN']",technology,train,534
159,比如说 我 用 的 比较 多 是 微博 孩子们 也 是 children 也 是 他们 也是 用嗯,AD PN VV DEC AD AD VC NN NN AD VC NR AD VC PN AD VV,1,['children'],[11],['NR'],technology,train,535
160,呃 微博呃 WeChat 比较 多 嘛,IJ NN NR AD VA SP,1,['WeChat'],[2],['NR'],technology,train,537
161,呃 communication,IJ NN,1,['communication'],[1],['NN'],technology,train,539
162,不管是 跟 teacher 还是 parents 还是 自己 的 同伴,AD P NN AD AD AD PN DEG NN,2,"['teacher', 'parents']","[2, 4]","['NN', 'AD']",technology,train,540
163,但是 嗯 app 上 那些 信息 就是 比较 良莠 不 齐 了,AD IJ AD VV DT NN AD AD VA AD VA SP,1,['app'],[2],['AD'],technology,train,543
164,而 去 play games,AD VV AD VV,more,,,,technology,train,547
165,他 可能 会 indulge,PN VV VV VV,1,['indulge'],[3],['VV'],technology,train,548
166,呃 smart phone 需要 是 需要 的 关键 是,IJ NN NN VV VC VV DEC NN VC,more,,,,technology,train,556
167,孩子 需 如果 是 大一点 的 孩子 的话 他们 需要 smart phone 但是 从 我的,NN VV CS VC NN DEG NN SP PN VV NN NN AD P NN,more,,,,technology,train,562
168,但 我 觉得 比较 小 的 孩子 比如说 那些 primary school 的话 我 觉得 他们 可能 不 需要 smart phone,AD PN VV AD VA DEC NN AD DT NN NN SP PN VV PN AD AD VV NN NN,more,,,,technology,train,563
169,因为 现 因为 那 时候 他们 还 小 他们 其实 没有 太 多 的 那个 判断 能力 没有 什么 judgement 所以,P AD P DT NN PN AD JJ PN AD VE AD CD DEG DT NN NN VE DT NN AD,1,['judgement'],[19],['NN'],technology,train,565
170,就是 我 我 的 sister 会 把 他 送到 呃 那个 school 去 然后,AD PN PN DEG NN VV BA PN VV IJ DT NN VV AD,2,"['sister', 'school']","[4, 11]","['NN', 'NN']",technology,train,573
171,然后 我 妈 我 我妈 会 把 他 那个 接接 回来 所以 他们 most of time 他们 就 是 under watch 的 要不然 就是 在 school 要不然 就 是 在 家 at home 要不然 就是 在 school,AD PN NN PN NN VV BA PN DT VV VV AD PN NN P VV PN AD VC NN VV DEC AD AD P NN AD AD VC P NN P NN AD AD P NR,more,,,,technology,train,575
172,他们 在 学校 的 那个 整个 的 呃 period 都 是 well well organized 的 因为 就是说,PN P NN DEG DT DT DEG IJ NN AD VC JJ NN VV DEC P AD,more,,,,technology,train,580
173,你 哪个 时间段 啊 上 什么 课 你 只要 上 什么 课 都 是 非常 非常 的 clear,PN DT NN SP VV DT NN PN AD VV DT NN AD VC AD AD DEV VA,1,['clear'],[17],['VA'],technology,train,581
174,所以 所以 我 觉得 他们 在 这个 阶段 并不 需要 太 多 smart phone 而且 他们 这时候 其实 最 需要 的 是 去 学习 一些,AD AD PN VV PN P DT NN AD VV AD CD NN NN AD PN AD AD AD VV DEC VC VV VV CD,more,,,,technology,train,582
175,basic knowledge 然后 他们 其实 可以 和,JJ NN AD PN AD VV CC,more,,,,technology,train,583
176,即便是 without 他们 也 可以 和 那个,AD P PN AD VV P DT,1,['without'],[1],['P'],technology,train,586
177,和 classmates 玩 得 比较 high,P NR VV DER AD VA,2,"['classmates', 'high']","[1, 5]","['NR', 'VA']",technology,train,587
178,呃 真人 一起 就是 和 real people 一 起 play 的 过程,IJ NN AD AD P JJ NN CD M NN DEG NN,more,,,,technology,train,591
179,但是 他们 会 很 cares 因为 家长 都会 有 手机 嘛 因为 他们 都 会 很 cares 说 你们 你们 到底 在 玩 什么 什么 呃 what's inside in smart phone,AD PN VV AD AD P NN NN VE NN SP P PN AD VV AD NR VV PN PN AD AD VV PN PN IJ NN NN P NN NN,more,,,,technology,train,593
180,因为 当 因为 那个 当 你 当你 到 了 比如说 你 到 了 那个 middle school 或者是 high school 的 时候,P P P DT P PN VV VV AS AD PN VV AS DT NN NN CC VA VA DEC NN,more,,,,technology,train,597
181,大家 都 会 有 自己 的 思想 他们 小孩子 都 他们 已经 长大 了 他们 会 去 需要 呃 需要 去 和 同学们 去 做 更 多 的 沟通 communication 啊,PN AD VV VE PN DEG NN PN NN AD PN AD VV AS PN VV VV VV SP VV VV P NN MSP VV AD CD DEG NN NN SP,1,['communication'],[29],['NN'],technology,train,598
182,呃 去 study together 啊 所以 那个 时候 家长 能 给 得 help 已经 非常 非常 limited 的 所以 我 觉得 尤其是,IJ VV NR NN SP AD DT NN NN VV VV DER NN AD AD AD VA DEC AD PN VV AD,more,,,,technology,train,600
183,呃 那些 呃 语文 啊啊 那些 math math 的 这些 东西 你 家长 还 能够 还 能够 回答 一些 或者 或者 能够 offer 一些 help,IJ DT IJ NN VV DT AD VV DEC DT NN PN NN AD VV AD VV VV CD CC CC VV NN CD NN,more,,,,technology,train,602
184,Internet 上 获得 帮助 所以 我 觉得 这个 能力 是 一 个 逐渐 培养 的 过程 所以 我 觉得,NN LC VV NN AD PN VV PN NN VC CD M AD VV DEC NN AD PN VV,1,['Internet'],[0],['NN'],technology,train,607
185,呃 一 个 工具 tool 能够 让 他们 能够 have access to 那个 一个,IJ CD M NN NN VV VV PN VV AD VV P PN CD,more,,,,technology,train,609
186,非常 非常 huge 的 一 个 knowledge base 的话 其实,AD AD VA DEC CD M NN NN SP AD,more,,,,technology,train,610
187,呃 live 或者 他们 将来 这个,IJ NN CC PN NT DT,1,['live'],[1],['NN'],technology,train,612
188,呃 learning 是 这样 算 helpful 的,IJ NN VC AD VV VA DEC,2,"['learning', 'helpful']","[1, 5]","['NN', 'VA']",technology,train,613
189,呃 I have a questions呃,IJ PN VV CD NN,more,,,,technology,train,614
