应该是就是computer science整体上我怎么说节奏比较快,education,more
我还以为你们会有一个特殊的那种learning commerce因为我知道我们学院的,education,more
这种R P G还有P H D是有的,education,more
我们没有啊we have no this,education,more
就是那种study environment特别好,education,more
就感觉比我U G的library要好很多,education,more
就是L G four,education,more
可能因为我一般都在L G玩,education,more
啊L G对L G吧它是那种玻璃,education,more
[UNK] 我总觉得L G那有一点,education,more
对因为很多人就在那groups study的那种,education,more
然后如果是一群的话那就哦so noisy,education,more
然后昨晚凌晨两点的时候就是我们呃take photos然后,education,more
i don't know why but呃这中间有一个,education,more
啊but how how can you find a job in this interval,education,more
呃究竟应不应该用smart phone的问题吧,technology,more
我肯定是需要smart phone的,technology,more
嗯early childhood to baby to senior high school,technology,more
呃in this ,technology,more
就因为现在的smart phone也是,technology,more
而去play games,technology,more
呃smart phone需要是需要的关键是,technology,more
孩子需如果是大一点的孩子的话他们需要smart phone但是从我的,technology,more
但我觉得比较小的孩子比如说那些primary school的话我觉得他们可能不需要smart phone,technology,more
然后我妈我我妈会把他那个接接回来所以他们most of time他们就是under watch的要不然就是在school要不然就是在家at home要不然就是在school,technology,more
他们在学校的那个整个的呃period都是well  well organized的因为就是说,technology,more
所以所以我觉得他们在这个阶段并不需要太多smart phone而且他们这时候其实最需要的是去学习一些,technology,more
basic knowledge然后他们其实可以和,technology,more
呃真人一起就是和real people一起play的过程,technology,more
但是他们会很cares因为家长都会有手机嘛因为他们都会很cares说你们你们到底在玩什么什么呃what's inside in smart phone,technology,more
因为当因为那个当你当你到了比如说你到了那个middle school或者是high school的时候,technology,more
呃去study together啊所以那个时候家长能给得help已经非常非常limited的所以我觉得尤其是,technology,more
呃那些呃语文啊啊那些math math的这些东西你家长还能够还能够回答一些或者或者能够offer 一些help,technology,more
呃一个工具tool能够让他们能够  have access to那个一个,technology,more
非常非常huge的一个knowledge base的话其实,technology,more
呃I have a questions呃,technology,more
这是this is a fact就是,technology,more
呃当你grow up的时候你你你知道的东西越来越多你受到的诱惑肯定是会越来越多的,technology,more
你现在早期的时候把它stop掉然后我们呃in the future you are not fix的,technology,more
呃怎么样去怎么样去呃合理地play games,technology,more
比如说呃你可以呃用呃就是我们应该帮他们知道如果你只only play games的是有什么坏处,technology,more
呃拿了呃呃考了一些比较好成绩的时候我们给他们some credit,technology,more
他们用可以用这些credit去play games我们就是说我们,technology,more
然后同时去告诉他们说你play games不是说,technology,more
很合理的方式或者说很很正确方式去win it,technology,more
可以有这样一种方式去achieve it只要你,technology,more
只要你obey my rule只要你那个和我们communicate,technology,more
呃我们就stop you play games我我们禁止你禁什么禁什么禁止你这禁止你那然后我们也不给你讲为什么,technology,more
我觉得会呃会呃pull our呃就会把我们的relation把它把它给呃cut掉了所以我觉得建立这样一种好的呃communication with our children是非常important的,technology,more
对我觉得这主要还是呃应该应该呃teach them how to,technology,more
让他们知道就是如果only play games其实是非常boring的一件事情,technology,more
但是only study也是一个非常boring的事情所以我觉得如果能够在里面找到一个好的平衡能够互相,technology,more
一直告诉我说you cannot do this you are not you cannot do that,technology,more
但是我觉得我会很很afraid of them,technology,more
呃我觉得a ban all social media是一件非常非常stupid的一件事情,technology,more
for example in微博,technology,more
a white house所以我觉得我能理解这样一件事情因为这是这是一件非常非常的呃easy去做的事情但是,technology,more
呃normal people他们他们其实,technology,more
就我能理解他们但是我觉得这这并不能够真正的solve the problem我觉得应该真正solve the problem应该是去,technology,more
呃educate educate people about,technology,more
呃这并不能够solve the problem,technology,more
I love small a smart phone I love weibo它要是,technology,more
呃如果按呃two sides如果是呃,technology,more
we cannot呃接触这个社会的一些黑暗面,technology,more
呃不能被像我们common people不能被,technology,more
唔哦we cannot count,technology,more
呵呵maybe we can change change another,technology,more
嘿你看现在啊这个smart phone呢其实是很流行的,technology,more
然后但是我不确定这个小朋友们其实该不该用smart phone你觉得是怎样,technology,more
哦for example a boy boyfriend right,technology,more
首先呢就是我觉得不用呃smart phone的人呢很容易会被孤立,technology,more
比如呢我一个同学他叫做cindy然后他好像呢一般都不太用smart phone,technology,more
对然后如果有smart phone呢首先可以呃对跟同学们更好的联系,technology,more
和沟通然后这样子而且他们会有很多的common language呃for example他们有可以一起玩儿一些游戏啊,technology,more
对呃smart phone is a very uh can benefit learning,technology,more
呃you can get呃very quick feedback yeah from experts,technology,more
呃games without smartphone就是现实生活中的一些运动比如说体育运动啊,technology,more
呃这些游戏其实也very interesting啊,technology,more
我在中学的时候呢小学其实我也是有手机了当然这个不是smart phone了那里面唯一的一个游戏就是贪吃蛇,technology,more
然后嗯对然后贪吃蛇你玩久了你会觉得oh it's very boring so you will not spend time on it呃然后,technology,more
嗯但是现在呢因为就是呃咱们a lot of games on smart phones so,technology,more
然后现在如果有了smart phone可能这种情况会更加的严重小朋友们就会不会再认真听课,technology,more
诶我记得你刚刚有说过你原来有在玩儿candy crush不知道你玩了多少关,technology,more
诶说到这里呢我发现smartphone is嗯not that beneficial ,technology,more
呃对这个concentrate on然后这个时候呢其实可能,technology,more
the smart phone可能也不是特别好对不对,technology,more
呃and I believe this this kind of functions even benefit for uh the adults你知道你有没有,technology,more
所以you should take a rest,technology,more
对然后我其实呃very concentrate on my my research i spent a lot of time on my research,technology,more
呃然后就是你应该休息一下就是take a rest,technology,more
对作用非常的有限就是你看到这个提醒的时候呢you can simply,technology,more
呃i think about it because you know,technology,more
对online retailers so you spend a lot  um of search cost to find it,technology,more
嗯我给你讲我在玩的一个游戏呢叫做呃age of empire然后这个呢是一个,technology,more
嗯make plan是非常有好处的,technology,more
我是这边e c e  呃electronic and computer engineering school的phd,persona,more
我现在已经fourth year了,persona,more
呃你好我是罗欣元然后you can call me Jack,persona,more
yeah so 呃我是MIC,persona,more
所以我我的favourite team是,persona,more
呃Houston Rocket,persona,more
呃然后最近他们和Golden State Warriors在打季后赛,persona,more
然后我最喜my favourite呃的player是James Harden,persona,more
呃我特别喜欢他的step step back three,persona,more
然后但是我对呃l o l这些电竞还是有关注的,persona,more
比如说去去年last year的话我们,persona,more
当时就夺冠了吧就是那个world world world champion world championship,persona,more
然后social media都很,persona,more
大家都很excite excite exciting,persona,more
呃因为lol一直是korean people dominant嘛但是这第一次有中国人chinese chinese team夺冠了这还是,persona,more
中国本来是R N G有个队,persona,more
所以说当时很多人在骂这个U Z I,persona,more
然后后来最后还好I G夺冠了,persona,more
很少very few,persona,more
另外就是我们的partner他们也需要有work所以很难大家gather together一起去做,persona,more
打l o l或其他的一些game,persona,more
呃讲到U Z I我其实我去年也看了他们的比赛,persona,more
啊当时我看那个live live live broadcast的时候我就发现,persona,more
应该是I G当时表现状态他们他们,persona,more
呃theshy theshy,persona,more
yeah呃and because i think is u z i want the champion too much,persona,more
four years and this is my fifth years in UST i previously study in HK Poly U香港理工大学你有听过吗,persona,more
那那个我想问就是如果你去consulting做的话你们会是去那种就是third party consulting firm就比如说像那种什么P W C啊然后Deloitte啊这种的吗还是说会去那种,persona,more
呃就是你们是会专门的做这种有consulting firm因为我感觉像刚刚那种是比较偏management consulting,persona,more
你觉得就是这个行业的那个pay rate大概怎么样啊就是比如说会不会就是挣很多呀或者是特别富,persona,more
如果有一些就是local firm的话就会,persona,more
然后他就是说因为它是commercial bank平时的target customer都会是那种呃local啊然后所以说它就是说其实,persona,more
是我之前那天就是听他们那个career center然后有给我们做一些sharing就是讲就是什么I A N G签证啊然后讲了什么五险一金啊那些的,persona,more
呃hello我是来自engineering school的杨梦颖我的专业是information security,persona,more
啊我是来自engineering enterprise management的赵天琪and i'm from um i'm studying master,persona,more
呃what's your,persona,more
西电university in西安,persona,more
呃and my major in undergraduate is information security,persona,more
i'm from上海交通university就上海交通大学and i'm learning软件工程,persona,more
一年的msc program,persona,more
go to上海交通university for post postgraduate,persona,more
在上海交通大学是两年半对here is likeone year study so,persona,more
find me more time to找找找一份更好的公司,persona,more
对i think you you you have too ,persona,more
um so your major now is also  安全,persona,more
so you you  like码农,persona,more
um maybe i我觉得我应该还是会做,persona,more
um product相关的,persona,more
product manager产品,persona,more
我们是同一个学校yeah member,persona,more
你你想在哪里找工作Hong Kong or mainland china,persona,more
然后可能就prefer to stay in Shanghai,persona,more
local company or um foreign company外资公司,persona,more
就是跟互联网公司都是本地的都是很少有外资的It's like,persona,more
呃没有一个特别确定的maybe I'm eating,persona,more
I was born in西安,persona,more
yeah but嗯sometimes  need to do some,persona,more
嗯do some,persona,more
嗯running and stretching,persona,more
嗯do you like do you like sports,persona,more
哦have you seen avengers,persona,more
我我来自south korea,persona,more
然后在香港i live in hong kong for like nine years so i am technically,persona,more
现在是year two,persona,more
但是i also like watching korean drama like during my weekend i watch netflix,persona,more
但是我也喜欢出去活动for example hiking and playing badminton,persona,more
呃I'm from Shanghai,persona,more
那投资管理就是operation's manage吗uh investment investment oh,persona,more
practitioner part呃,persona,more
啊那你大学是在上海毕业and then you came to Hong Kong for postgrad,persona,more
啊好那那你现在现在在香港一年了你觉得怎么样  how do you feel about Hong Kong do you like it or,persona,more
oh why why why为什么,persona,more
呃the most important thing is,persona,more
但是生活就是香港好一点因为public transportation here is,persona,more
那个public transportation不是那么方便的要去巴士站或者地铁站要基本走五到十分钟左右对,persona,more
我一年大概回韩国two to three times,persona,more
yeah and then我每次回韩国会,persona,more
然后做得比较more expensive so like i'd rather eat Korean food in Korea than Hong Kong,persona,more
呃at weekends and like public holidays,persona,more
除了上课的时间其他时间大家都会愿意跑到深圳去especially for our program is is a finance programmes and,persona,more
a lot of companies呃investment as a manage companies,persona,more
And the broker's uh at深圳so,persona,more
我们同学会跑到深圳去实习so so some of them actually live in深圳but only,persona,more
然后我也有那个深圳visa那个china visa三年的所以我,persona,more
想好用好用一下like make the most out of the three years go to the深圳as much as possible,persona,more
对所以that's why I can speak mandarin,persona,more
中学了不能那个catch up with the study,persona,more
但是我住在深圳的时候I went to a local school and speak Chinese,persona,more
and you呃 and you write Chinese and you can read,persona,more
I can I used to我忘了,persona,more
我那个operations management,persona,more
就是说那个我们读quality management quality control and supply chain management,persona,more
嗯有但是  I mean 能不能说marketing是too soft skill,persona,more
所以他们建议我我有一个hard skill然后有marketing,persona,more
然后operations management就是那个数字嘛,persona,more
所以说我三年级的话我会second major marketing,persona,more
呃first of all i need a postgrad,persona,more
呃if you want to go to some research,persona,more
所以呃i have to do this,persona,more
呃and why Hong Kong and why HKUST,persona,more
is that first of all Hong Kong is just third largest啊i mean financial center,persona,more
maybe director or e d呃,persona,more
那你有ideal company吗,persona,more
呃great question,persona,more
就是b b的投行啊什么的但是他们比较认你们本科生,persona,more
l don't like but UST跟跟Hong Kong u的区别就是,persona,more
就我们这边很多很多竞买把buy side,persona,more
呃venture capitalprivateequity hedge funds,persona,more
然后港大那边就是buy side还是就就应该  bank会多一点,persona,more
对对对是我们r o I meanpostgraduate保管,persona,more
所以我们就还蛮多像buy side的这种公司,persona,more
然后我们会先升summer intention,persona,more
对我我我现在升的就是一家呃在hedge fund里面做的summer intention,persona,more
I did not come哎没有进,persona,more
so like I don't want to work for一个公司但是我想进去那个brand consulting company,persona,more
一起have a conversation,persona,more
so I I feel like one  work working in a one company对我来说是会很无聊的,persona,more
已经在summer internship了啊,persona,more
比如说包括management或者like risk management这种岗位,persona,more
就很难进到i b d的这种,persona,more
like I was really overloaded with different stuff like我参加了四个不同的活动,persona,more
我还参加了三个case competition,persona,more
然后我的学习我的major  major学习operations management也对我来说是很难的,persona,more
在韩国我们有个phrase call百百岁时代,persona,more
so I wanna go to a completely different地方,persona,more
呃the full name is,persona,more
yes me too哈,persona,more
哦the same background,persona,more
you are北方的,persona,more
do you浙江,persona,more
我说给你听and you repeat it,persona,more
学校里学校里有提供这个tennis course,persona,more
学了两年tennis course,persona,more
U S T这边的telecom的这些courses,persona,more
Uh yes Python is very is嗯widely used in,persona,more
uh besides beside tennis I  我也去健身房,persona,more
在leisure time,persona,more
我在电视剧里面看到的叫做girls night,persona,more
先把那个i a n g签给办了,persona,more
诶我嗯我和我办那个a n g签not for work,persona,more
哦me too,persona,more
economic independence之后,persona,more
嗯something related butnot,persona,more
我其实没有什么favourite food,persona,more
对然后我每天都和他们一起睡觉and i feel very happy about it,persona,more
嗯i don't know嗯because i think all of them are very naughty,persona,more
呃compare to some Chinese movies,persona,more
呃because you know呃Chinese movies have very呃a lot of limitations呃on topics,persona,more
and on the stories so呃,persona,more
呃in that sense呃Hong Kong films are much more呃diversify and interesting,persona,more
and about my food favorite food可能,persona,more
嗯and oknext question,persona,more
and I sleep a lot every day我每天都会睡呃,persona,more
and my favorite activity呃maybe travel呃,persona,more
and呃Span Italy France and Germany,persona,more
呃yes just like me,persona,more
呃with very silly and呃yeah非常的挑食,persona,more
呃我也是在科大读书然后我读的东西呢是operations management,persona,more
然后我做的研究其实覆盖了方方面面比如marketing operations interface,persona,more
呃non-profit organizations operations,persona,more
呃还有一些关于health care的内容,persona,more
嗯hello我的名字是徐妍然后我的English Name是yana,persona,more
之前我是有几年在我家乡之后去了大连读senior high school,persona,more
就是我很喜欢reading books,persona,more
写杀破狼的那个作者但我不会念他的名字叫priest priest ,persona,more
关于reading books的部分我也喜欢,persona,more
嗯我也挺平时也挺喜欢  watching movies的,persona,more
嗯让我想一想let me think,persona,more
嗯high high  这种感觉的,persona,more
呃我现在是在科大读研究生然后读的是International Language Education这个专业,persona,more
嗯mandarin as where as Chaoshan dialects,persona,more
然后我看书也很杂就是像fiction novels或者是呃story books都ok,persona,more
然后其实我也很喜欢B L是耽美资深的爱好者对,persona,more
嗯就是有时候下午会吃一些蛋挞在这边嗯according to the sports,persona,more
呃because I think swimming can keep it,persona,more
我特别喜欢但是就是我也我妈妈也是像你那种就是觉得嗯养了养了很多宠物之后家里会变得不那么整洁所以就是嗯I also go to the,persona,more
really want others to pat his his屁股,persona,more
Oh yes so whenever I pat his屁股他他会就是把屁股拱起来然后让人拍我觉得好cute呀就是那种感觉然后就觉得,persona,more
嗯yeah I i used to go to some嗯a cat cafe too It's quite interesting呃if I keep away from this cat maybe I will think oh they're cute,persona,more
but呃they live with me and i don't think so yeah so so i I say I don't like a cat,persona,more
嗯actually I don't have holiday because I am PhD,persona,more
so for PhD actually I only have how to say for呃twenty one break,persona,more
用掉这里就是二十一天的quota的话我得去系里面请假就是啊这因为我是就是要去ECE office去请这个假所以说我还在,persona,more
嗯yeah maybe in June or July I think,persona,more
but if I呃decide to take a break maybe I'll just go home and the keep company with my parents,persona,more
so even I呃which grade啊the first year,persona,more
我其实以为你们会有很多假期因为很多day off,persona,more
就是在每个semester的一开始就已经确定的说只有二十一天的day off,persona,more
嗯so actually,persona,more
呃my senior told me that no one can use of the twenty one quota,persona,more
哦because our supervisor always want expect us to work more and actually so you always,persona,more
啊why what's your major,persona,more
呃like I used I'm in EC departmentactually I'm working on something about the computer science,persona,more
呃there are only three other girls one is from Korea one is from Europe,persona,more
是来来Hong Kong之后,persona,more
但是如果你想要我可以把我的我可以把我的can share给你,persona,more
just like镇魂yeah,persona,more
也许这就是兄弟情吧当时内心就是oh shit bullshit,persona,more
那个thirteen years,persona,more
嗯and my friend is also a boy,persona,more
是的而且我其实就是只是一个normal friend,persona,more
呃so now I'm a first year phd student,persona,more
呃I come呃to the lab in September,persona,more
so we are doing like呃  intelligent you can say or,persona,more
more specifically the自然语言处理nature language processing,persona,more
what what what呃what about you,persona,more
so I'm quite interested learn about nature language and processing自然语言处理,persona,more
and I'm doing research  on the catalyst催化剂,persona,more
independent projects需要我们写一篇大概几一万字左右的thesis,persona,more
就是要做一个presentation about the,persona,more
the topic要research,persona,more
啊我不是我本科在澳大利亚上的so i attended university in the University of New South Wales in Sidney Australia,persona,more
所以你是在undergraduate study的时候就,persona,more
and they can like enhance the  of the solar spectrum所以太阳光里面有很多不同的,persona,more
然后又能那个nano particle以后,persona,more
嗯learning courses like uh,persona,more
嗯在大一大二的时候大部分是doing homework,persona,more
so for example like we have a project that have to build a solar panel就是自己制作一个太阳能板,persona,more
so maybe it's呃,persona,more
然后and usually we will do a presentation,persona,more
随便做完就算了i don't want to remember it,persona,more
and呃maybe i have a question,persona,more
actually i study here one year but in mainland China as well so i participate in高考,persona,more
of commonwealth country or英联邦国家,persona,more
国家帮你choose major and,persona,more
呃maybe maybe some of them don't like their major of now of course and,persona,more
I know like there are many programs like two plus two那种换去交换的项目,persona,more
嗯but actually like,persona,more
sometimes you participate in those like robot competition like机器人竞赛,persona,more
就是考虑所有的跟智能有关的项目it is not like a very specific you can you can have any idea and related to artificial intelligence which can help like the society,persona,more
um so can you tell me a little bit more detail about your projects or like what function does it achieved就是他做那个project,persona,more
but they don't know which channel哪一个电视频道是他们要走的所以他们就必须一直一直摇一直摇一直摇,persona,more
i can search all the channel all the tv programs now if there are some like related to综艺,persona,more
so it can go to the综艺channel automatically,persona,more
um actually we finally get uh the最终的成绩并不是特别好只拿了二等奖获得是省二等奖也不是国也不是国家的奖,persona,more
所以说这个要遥遥遥控器can be suitable for each  and suitable for every TV,persona,more
对if you如果你买机机顶盒的话可能这个机顶盒它的每一个电视的频道号都都被定死,persona,more
但但but it's a different kind of a different thing we we consider about that so,persona,more
[UNK] 还是很多按钮啊even after so many years of progress,persona,more
and you can use something like siri or讯飞to recognize your switch,persona,more
自我介绍一下啊my name is的徐鹏,persona,more
然后我是呃e c e的P S D,persona,more
对然后这是我的一些基本啊basic information,persona,more
u g就是在中科大读的,persona,more
iron man里面那个Jarvis Jarvis一样,persona,more
so啊what's your hobby,persona,more
呃Disney Disney那边,persona,more
大概就several month ago吧就,persona,more
然后那个门票特别特别hard特别hard to get,persona,more
我刷了大概seven hours结果还是不行就很难很难,persona,more
那张album的话也是特别特别的high quality,persona,more
那你去过哪些countries或者有什么呃你觉得比较呃呃special activities,persona,more
去我觉得我我我刚从United Kingdom回来然后我们去了那个Harry Harry Potter studio,persona,more
它的那个它那个ticket它也很难抢大概要要提前呃两个月的样子去book a ticket,persona,more
然后但是去那边的话我觉得真的蛮蛮deserve it就是说,persona,more
对然后就觉得特别特别的亲切然后好像we are in the magic world这种感觉一样,persona,more
我我apply一个US visa了但是那个快快快expire了但是,persona,more
去呃make appointment,persona,more
呃本来是想去一个concert后来想想后来因为那个ticket buy ticket已经,persona,more
哦我之前是去过the united states然后去去了呃the washington d c,persona,more
嗯呃new york,persona,more
呃Niagara Falls,persona,more
然后就在那边等于玩了一趟但是我比较遗憾的是没有去los angeles和,persona,more
所以您那个two years都在那个东部待了没有去那个西部,persona,more
yellow mountain啊我觉得黄山真的很棒,persona,more
主要有一个U S T C嘛所以就会有一些,persona,more
然后之前我考托福也是在u s t c考了,persona,more
所以我对u s t c非常的熟悉你是东校区啊还是西校区啊,persona,more
呃u s t c的话呃有那个sakura有一个呃sakura有一个樱花园在东校区那个地方,persona,more
呃我们毕业时我已经毕业two years所以那时候我们还没有但是后来,persona,more
嗯我就很喜欢spicy food,persona,more
year one的phd学生,persona,more
嗯p c e department,persona,more
确定但是应该是会focus在NLP领域就是那种land processing的,persona,more
how about you你上周末做什么,persona,more
i went to um九龙湾,persona,more
um it's an art exhibition about a梵高,persona,more
它是一个非常大的shopping mall,persona,more
research topic是什么吗,persona,more
嗯我的research topic是video emotion recognition,persona,more
um motive modality的,persona,more
It's computer vision所以um,persona,more
呃其次是audio modality,persona,more
然后再然后是text modality,persona,more
在这个emotion recognition的task上把这三个modality,persona,more
嗯me too我也是比较喜欢嗯science fiction,persona,more
um你最喜欢的what is your favorite um,persona,more
or director啊,persona,more
uh for the director I I love李安,persona,more
ok um刚刚说到喜欢的明星,persona,more
high school就起就非常喜欢的,persona,more
像Head Above Water,persona,more
呃for uh music streaming service,persona,more
但是它应该一般是要被屏蔽的吧在香港的话Hong Kong,persona,more
嗯my name is周思颖,persona,more
嗯I finish my undergraduate study in Shangdong Province嗯就是在中国北方山东,persona,more
我本科的专业是finance然后现在呃呃I am also a student,persona,more
嗯maybe I can stop here,persona,more
呃he actually has a warm heart,persona,more
嗯very happy to see you,education,more
呃when we are in the senior high school,education,more
right but呃but actually,education,more
就是不我们不是每一个人就是拥有的假期都是一样的it's difference in different city,education,more
呃in my senior high school,education,more
it's like呃on Saturday and Sunday we usually don't have classes,education,more
小小的放假就是we can do everything we want,education,more
嗯so what about you,education,more
呃on weekend we我我们可以可以放假,education,more
呃on weekend,education,more
呃sometimes we can sometimes we can not,education,more
呃sometimes呃they'll organize the event,education,more
because嗯我高中实际上是在大连念的it's a big city big  um big city nearby the seashore,education,more
但是好像在一些smaller city such as my my friend's city,education,more
how to say我之前觉得,education,more
我个人感觉in my opinion,education,more
I see呃for some students is better for them to呃have more classes,education,more
maybe I'm not no most I think可能有一部分的学生他们比较懒,education,more
他们如果没有在周末要上课的话他们可能就就play video games or whatever,education,more
so嗯for呃I think this in this case for all students that呃it is good for them,education,more
but sometimes呃for me I will feel呃,education,more
啊how to say I I don't like it I really don't like it I don't like exams,education,more
嗯I think sometimes呃maybe more exams may not be very good,education,more
maybe just take a few exams is enough so呃用周末来来休息呃,education,more
I do homework啊study啊whatever,education,more
对呀so what do you mean is that,education,more
it is my  呃how to say我的命运,education,more
for I cannot go to清华university for my whole life,education,more
是的some of my friend is like that they really efficient,education,more
okay so呃about the topic two,education,more
嗯I'm always thinking if it's the right choice to pursue phd because now I'm in the first year of phd,education,more
嗯because I got the phd offer,education,more
呃because at that time I cannot choose呃may I should not say I cannot I cannot,education,more
choose a very good lab in my UG and I cannot to get the呃go to  university,education,more
所以经过这一些自我调调理自我思考感觉phd maybe,education,more
so呃but I'm not sure because i think um if you have a master degree maybe it's good,education,more
嗯because for somebody呃they are good at engineering,education,more
所以have to change,education,more
呃既然我已经在这个领域里面有了一些研究呃we should not give up maybe we keep doing this we make it better,education,more
嗯yeah actually I think so but呃maybe my,education,more
is that呃even though you're not a phd you're just a master or bachelor,education,more
嗯it doesn't like the you do something about the  about the science,education,more
但是对于我来说啊it's too complicated so i prefer some poor things I I prefer some simple thing,education,more
simple things it's like for example做科研,education,more
这种东西只是说你去嗯for your whole life你你去pursue一些什么什么东西嗯,education,more
so呃for me I think why phd is good maybe呃,education,more
嗯I have to do research sometimes I feel this feeling this way,education,more
maybe呃I think如果你一直做一个research如果你一直钻研一个东西,education,more
它你一直你一直你可能你一生都在做这个这个东西当然肯定这个东西是很难做的it's very difficult,education,more
so呃sometimes it's quite boring because you don't have progress,education,more
呃if you want to do I think someone someone would like to do it,education,more
呃for me呃a master is is is a good choice because,education,more
呃after I graduate I can go to company I can do interesting projects maybe useful for,education,more
it's呃sense of achievement,education,more
呃but you have to admit that sometimes it's boring,education,more
is like you cannot you cannot make progress  sorry呃yeah,education,more
呃but but really呃for me I don't like work I don't like I don't like working,education,more
似乎we're pursuing the different career,education,more
you prefer company I prefer university当然对于我来说可能university也很难,education,more
嗯maybe you you're more suitable for the company,education,more
因为其实做research就在高校里面很大部分时间感觉is too boring yeah,education,more
嗯I like go to maybe呃not I like I think the benefit of go to university to become faculty is,education,more
呃it's and maybe you'll have a week to finish or maybe not a week maybe you'll have several months half a year several years to finish your project,education,more
something like this this this is good but呃I like I like company呃for one thing is呃,education,more
after admit that yeah嗯,education,more
yeah but呃for me the only disadvantage is that we I cannot earn much money in the university,education,more
so呃shall we just stop here,education,more
我个人现在是比较prefer US education,education,more
呃并呃并呃并不是说Asian education不好但我是觉得,education,more
呃US education的话会比较,education,more
嗯motivate people就是给给大家更多freedom去做他们大家想要的事情可以,education,more
呃当然就是说他鼓励大家去be yourself instead of,education,more
呃就是呃look at score,education,more
然后how about you,education,more
呃as for me我觉得,education,more
对因为本来我研究生是准备这个go to America,education,more
对apply for a for a school dream school,education,more
的确能呃learn something,education,more
就是basic education的话,education,more
对and i think the,education,more
呃so uh i prefer,education,more
can have  education in啊China in mainland,education,more
就是如果你不在中国接受那些elementary school啊basic education的话,education,more
我们的history啊包括那些three kingdoms啊我们有很多很多故事,education,more
就是这些这个condition behind的这些,education,more
字面上的literal meaning,education,more
就不是一个real chinese,education,more
就是你可能是一个a b c或者是,education,more
你会你you can you can speak chinese but you are not chinese,education,more
呃so how do you feel to read phd in in ust,education,more
呃phd in ust,education,more
呃i think phd的话,education,more
它很取决于你who are you supervisor,education,more
呃人脉或者是social social social的那个relationship这些都,education,more
只要as long as you have result to show to her,education,more
我们组会比较international一点就不像有些组里面全部都是chinese students,education,more
然后对因为如果全全部是chinese students那那个文化就比较单一,education,more
像我们组的话因为有很多international school students的原因我们有印度尼西亚的有,education,more
呃有Korean的所以大家的culture background都不一样然后我们可以看到,education,more
有点像是depends on yourself然后不会说,education,more
呃这是你的工作方你的working lifestyle可以很自由你可以比如说早上很晚才来啊晚上很早就就走,education,more
