plan的一个问题那就很对,1,education,train,234
这是真的是老师的那个teaching plan和它的一个衡量的问题,more,education,train,235
how to say就是这个要看你追求的是什么,more,education,train,246
呃phd的一个,1,education,train,248
一个degree只是一个degree而已然后拿它去,2,education,train,249
[UNK] research pursuit这样的话我觉得没有必要,more,education,train,251
因为实际上如果你不想做research你只是说希望能够有一个更高的起点在那种company里面啊这种实际上国内这种,2,education,train,253
因为国内其实很多university它有那种跟企业的合作,1,education,train,254
更更容易social一点其实我觉得,1,education,train,257
比较注重就是social这一块儿嗯实际上对于,1,education,train,259
无论是master还是phd,2,education,train,261
他们都会关注所说的部分关于research的部分他们都会有一点的分心,1,education,train,262
这个实际上对research是不利的但是实际上,1,education,train,263
如果说你以后并不想做research 这实际上,1,education,train,264
对然后但是如果你真的有那种research pursuit你就想,more,education,train,266
做就是publish the best papers or publish the papers as much as,more,education,train,267
about social or行政这个方面的事情,more,education,train,273
但是实际上如果说你真的想做research的话就对你实际上也是有好处的而且,1,education,train,277
你没有发很多paper就让你毕业这种,1,education,train,280
国内recruit那recruit professors or,more,education,train,283
呃lectures,1,education,train,284
其实我几个月前有考虑过要不要读phd,1,education,train,286
然后我就跟career center的老师聊过,more,education,train,287
直接ma申phd其实难度会比较大,2,education,train,289
而且就是感觉phd真的比较适合就是对research很有passion的人对,3,education,train,293
就是可能我读phd只是为了去得到这个degree然后以后可以去找个university去当老师,3,education,train,296
这是可能对于做一个很棒的一个research project其实没有这种想法,more,education,train,297
对所以就感觉可能并没有太适合读phd,1,education,train,298
而且就很担心读读一个呃degree出来要四五年嘛,1,education,train,299
然后其实我也很想知道你们就是像周围phd的话生活是什么样的,1,education,train,301
你们的daily 是大概是什么样子的这样子,1,education,train,303
嗯so for me is not a education,more,education,train,304
是他的supervision实际上是很有限的,1,education,train,308
当然你你也可以去寻求帮助但是主要是你自己的motivation self motivation一定要强就是你自己,more,education,train,309
而下午大家基本都在然后自己忙自己的事情如果说有的时候有team work这种,more,education,train,314
可能会下午discuss一下呀,1,education,train,315
就是no one assign you to do something,more,education,train,324
motivation你们才可以去做如果是我我可能会很闲鱼呆在家里,1,education,train,338
因为我们我真的其实这个学期我们就是三节课然后再加一个research project嘛,more,education,train,343
然后就最近一直在做research project然后,more,education,train,344
有大概有feel到一点那种感觉,1,education,train,345
但是就是你要找到一个合适的topic去写,1,education,train,346
所以感觉是真的要很academic的人才能够hold住,2,education,train,349
啊呀it's maybe it's for P H D,more,education,train,357
对然后当时我的lecturer就跟我讲说,1,education,train,362
他是学了linguistic的,1,education,train,364
然后你要把一个很虚的concept,1,education,train,381
变成一个很实的一个paper说来其实是,1,education,train,382
对所以就等于如果你读文学P H D的话你需要,more,education,train,386
应该是就是computer science整体上我怎么说节奏比较快,more,education,train,392
走向有什么影响或者你也可以感受到你真的在follow他的一些trade,2,education,train,398
像读材料啊或者说像读你的linguistic这种方向我觉得很,1,education,train,401
influence看出来了太慢了,1,education,train,403
就是他需要你不停地去找规律的一个过程但不是每个人都能够像professor一样就很聪明然后能够快速找到里面的规律很,1,education,train,409
嗯ok,1,education,train,414
我还以为你们会有一个特殊的那种learning commerce因为我知道我们学院的,more,education,train,427
这种R P G还有P H D是有的,more,education,train,428
我们没有啊we have no this,more,education,train,431
就是那种study environment特别好,more,education,train,434
对对对我很喜欢这里的library,1,education,train,435
就感觉比我U G的library要好很多,more,education,train,436
就是L G four,more,education,train,438
可能因为我一般都在L G玩,more,education,train,443
啊L G对L G吧它是那种玻璃,more,education,train,444
[UNK] 我总觉得L G那有一点,more,education,train,447
noisy对,1,education,train,449
对因为很多人就在那groups study的那种,more,education,train,450
然后如果是一群的话那就哦so noisy,more,education,train,458
然后昨晚凌晨两点的时候就是我们呃take photos然后,more,education,train,464
就感觉可能是真的是final到了然后就大家都在很忙,1,education,train,466
诶那你们什么时候final结束啊,1,education,train,467
i don't know why but呃这中间有一个,more,education,train,475
因为我们的我们的那个学生visa不是大概,1,education,train,479
然后那个时候你拿到你的certificate那时候你才是真的毕业了,1,education,train,482
啊but how how can you find a job in this interval,more,education,train,483
呃究竟应不应该用smart phone的问题吧,more,technology,train,499
我肯定是需要smart phone的,more,technology,train,507
children我觉得children的话那那就应该是from,3,technology,train,510
嗯early childhood to baby to senior high school,more,technology,train,511
嗯commit呃,1,technology,train,514
呃in this,more,technology,train,523
parents就可以呃,1,technology,train,525
有很多test然后有中考啊有高考啊,1,technology,train,530
就因为现在的smart phone也是,more,technology,train,531
呃一些软件app是,1,technology,train,532
呃有一些大家都需要比如说WeChat比如说qq虽然我也现在不怎么用qq了,3,technology,train,534
比如说我用的比较多是微博孩子们也是children也是他们也是用嗯,1,technology,train,535
呃微博呃WeChat比较多嘛,1,technology,train,537
呃communication,1,technology,train,539
不管是跟teacher还是parents还是自己的同伴,2,technology,train,540
但是嗯app上那些信息就是比较良莠不齐了,1,technology,train,543
而去play games,more,technology,train,547
他可能会indulge,1,technology,train,548
呃smart phone需要是需要的关键是,more,technology,train,556
孩子需如果是大一点的孩子的话他们需要smart phone但是从我的,more,technology,train,562
但我觉得比较小的孩子比如说那些primary school的话我觉得他们可能不需要smart phone,more,technology,train,563
因为现因为那时候他们还小他们其实没有太多的那个判断能力没有什么judgement所以,1,technology,train,565
就是我我的sister会把他送到呃那个school去然后,2,technology,train,573
然后我妈我我妈会把他那个接接回来所以他们most of time他们就是under watch的要不然就是在school要不然就是在家at home要不然就是在school,more,technology,train,575
他们在学校的那个整个的呃period都是well well organized的因为就是说,more,technology,train,580
你哪个时间段啊上什么课你只要上什么课都是非常非常的clear,1,technology,train,581
所以所以我觉得他们在这个阶段并不需要太多smart phone而且他们这时候其实最需要的是去学习一些,more,technology,train,582
basic knowledge然后他们其实可以和,more,technology,train,583
即便是without 他们也可以和那个,1,technology,train,586
和classmates玩得比较high,2,technology,train,587
呃真人一起就是和real people一起play的过程,more,technology,train,591
但是他们会很cares因为家长都会有手机嘛因为他们都会很cares说你们你们到底在玩什么什么呃what's inside in smart phone,more,technology,train,593
因为当因为那个当你当你到了比如说你到了那个middle school或者是high school的时候,more,technology,train,597
大家都会有自己的思想他们小孩子都他们已经长大了他们会去需要呃需要去和同学们去做更多的沟通communication啊,1,technology,train,598
呃去study together啊所以那个时候家长能给得help已经非常非常limited的所以我觉得尤其是,more,technology,train,600
呃那些呃语文啊啊那些math math的这些东西你家长还能够还能够回答一些或者或者能够offer 一些help,more,technology,train,602
Internet上获得帮助所以我觉得这个能力是一个逐渐培养的过程所以我觉得,1,technology,train,607
呃一个工具tool能够让他们能够 have access to那个一个,more,technology,train,609
非常非常huge的一个knowledge base的话其实,more,technology,train,610
呃live或者他们将来这个,1,technology,train,612
呃learning是这样算helpful的,2,technology,train,613
呃I have a questions呃,more,technology,train,614
judge能力比较低一点那你如何判断比如说初高中的孩子们甚至是大学的孩子他们judge,2,technology,train,616
良莠不齐的话其实很多东西啊你被它吸引住了比如说 比如说一些games,1,technology,train,620
这是this is a fact就是,more,technology,train,631
呃当你grow up的时候你你你知道的东西越来越多你受到的诱惑肯定是会越来越多的,more,technology,train,632
tool给他stop掉,2,technology,train,634
你现在早期的时候把它stop掉然后我们呃in the future you are not fix的,more,technology,train,637
当你开始觉得啊给你 interesting的时候你会的addicted时候,2,technology,train,643
呃怎么样去怎么样去呃合理地play games,more,technology,train,646
比如说呃你可以呃用呃就是我们应该帮他们知道如果你只only play games的是有什么坏处,more,technology,train,647
我们可以用games然后来motivate他们让他们去学习比如说,2,technology,train,651
呃拿了呃呃考了一些比较好成绩的时候我们给他们some credit,more,technology,train,653
他们用可以用这些credit去play games我们就是说我们,more,technology,train,654
我们呃用这样一些游戏的呃的的的的那个吸引力来帮助我们去motivate,1,technology,train,655
然后同时去告诉他们说你play games不是说,more,technology,train,657
就是是一个相当于是你可以把它作为你的goal你可以你需要一种方式,1,technology,train,658
很合理的方式或者说很很正确方式去win it,more,technology,train,660
不是说我们不可以让你走你可以把这个东西作为你的一个goal你可以有,1,technology,train,661
可以有这样一种方式去achieve it只要你,more,technology,train,662
只要你obey my rule只要你那个和我们communicate,more,technology,train,663
呃我们就stop you play games我我们禁止你禁什么禁什么禁止你这禁止你那然后我们也不给你讲为什么,more,technology,train,665
我觉得会呃会呃pull our呃就会把我们的relation把它把它给呃cut掉了所以我觉得建立这样一种好的呃communication with our children是非常important的,more,technology,train,668
对我觉得这主要还是呃应该应该呃teach them how to,more,technology,train,672
找一个那个play和work的balance,3,technology,train,679
让他们知道就是如果only play games其实是非常boring的一件事情,more,technology,train,680
但是only study也是一个非常boring的事情所以我觉得如果能够在里面找到一个好的平衡能够互相,more,technology,train,681
这个他们还是能会比较love我们也会比较和我们亲近,1,technology,train,683
一直告诉我说you cannot do this you are not you cannot do that,more,technology,train,685
但是我觉得我会很很afraid of them,more,technology,train,686
我会很怕他们啊我不会我我很少把我的idea和他们进行交流所以,1,technology,train,687
呃应该应该做一些change的,1,technology,train,690
呃我觉得a ban all social media是一件非常非常stupid的一件事情,more,technology,train,693
for example in微博,more,technology,train,697
a white house所以我觉得我能理解这样一件事情因为这是这是一件非常非常的呃easy去做的事情但是,more,technology,train,699
呃normal people他们他们其实,more,technology,train,701
就我能理解他们但是我觉得这这并不能够真正的solve the problem我觉得应该真正solve the problem应该是去,more,technology,train,707
呃educate educate people about,more,technology,train,708
应该让他们去有他们自己judgement而不是说,1,technology,train,709
直接把 掉 是一种比较easy的做法我也可以理解在这样当前的情况下,1,technology,train,710
呃这并不能够solve the problem,more,technology,train,714
I love small a smart phone I love weibo它要是,more,technology,train,715
ban掉比如说一些什么某个地方有关爆炸或者出一些出一些比较杀人的事情然后结果,1,technology,train,719
呃如果按呃two sides如果是呃,more,technology,train,723
如果是好的那方面我觉得比如说some,1,technology,train,724
我觉得是这样包括它一些method它的一些呃方式,1,technology,train,733
we cannot呃接触这个社会的一些黑暗面,more,technology,train,738
它的语言它readers可能就,1,technology,train,742
呃不能被像我们common people不能被,more,technology,train,748
不然的话也会被呃你的账户可能会被block掉,1,technology,train,755
不好的comments,1,technology,train,760
那些judgments,1,technology,train,763
唔哦we cannot count,more,technology,train,772
呵呵maybe we can change change another,more,technology,train,778
嘿你看现在啊这个smart phone呢其实是很流行的,more,technology,train,780
然后但是我不确定这个小朋友们其实该不该用smart phone你觉得是怎样,more,technology,train,781
哦for example a boy boyfriend right,more,technology,train,782
首先呢就是我觉得不用呃smart phone的人呢很容易会被孤立,more,technology,train,784
比如呢我一个同学他叫做cindy然后他好像呢一般都不太用smart phone,more,technology,train,785
对然后如果有smart phone呢首先可以呃对跟同学们更好的联系,more,technology,train,789
和沟通然后这样子而且他们会有很多的common language呃for example他们有可以一起玩儿一些游戏啊,more,technology,train,790
对然后他们可以一起破关然后也可以交互相交流他们的这些experience,1,technology,train,794
对呃smart phone is a very uh can benefit learning,more,technology,train,797
然后最近呢其实有一款新的apps就是你可以通过给这个题目拍照然后他就会帮你搜索到答案,1,technology,train,804
呃you can get呃very quick feedback yeah from experts,more,technology,train,806
呃你看现在的小朋友们其实很多都戴着眼镜然后我觉得呢呃smartphone在这里是,1,technology,train,809
就是集中在smart呃把把注意力集中在smartphone上一段时间他的眼睛其实是得不到休息的,2,technology,train,815
呃games without smartphone就是现实生活中的一些运动比如说体育运动啊,more,technology,train,821
呃这些游戏其实也very interesting啊,more,technology,train,823
嗯就是把自己放在smartphone上的时间呃,1,technology,train,825
我在中学的时候呢小学其实我也是有手机了当然这个不是smart phone了那里面唯一的一个游戏就是贪吃蛇,more,technology,train,828
然后嗯对然后贪吃蛇你玩久了你会觉得oh it's very boring so you will not spend time on it呃然后,more,technology,train,829
嗯但是现在呢因为就是呃咱们a lot of games on smart phones so,more,technology,train,834
然后现在如果有了smart phone可能这种情况会更加的严重小朋友们就会不会再认真听课,more,technology,train,842
诶我记得你刚刚有说过你原来有在玩儿candy crush不知道你玩了多少关,more,technology,train,846
诶说到这里呢我发现smartphone is嗯not that beneficial,more,technology,train,847
呃对这个concentrate on然后这个时候呢其实可能,more,technology,train,851
the smart phone可能也不是特别好对不对,more,technology,train,854
嗯嗯yeah,1,technology,train,855
呃and I believe this this kind of functions even benefit for uh the adults你知道你有没有,more,technology,train,856
对如果你update你会发现呢它也有最近也有这个function啊就是说它会在你玩手机玩到一定时候呢它就会提醒你说嘿你不要玩了然后或者是诶你已经用手机用了这么长时间,2,technology,train,859
所以you should take a rest,more,technology,train,860
给人们这样的一个一个一个alert其实是都会,1,technology,train,864
对然后我其实呃very concentrate on my my research i spent a lot of time on my research,more,technology,train,869
function吗哦那个它只是给你一个reminder就是你已经用了这么久,2,technology,train,873
呃然后就是你应该休息一下就是take a rest,more,technology,train,874
对作用非常的有限就是你看到这个提醒的时候呢you can simply,more,technology,train,879
然后打兔子的时候呢你会有一种很快乐的感觉yeah,1,technology,train,889
呃i think about it because you know,more,technology,train,903
对online retailers so you spend a lot um of search cost to find it,more,technology,train,908
嗯我给你讲我在玩的一个游戏呢叫做呃age of empire然后这个呢是一个,more,technology,train,914
做做optimization的能力就是你怎样更有效的利用你现有的这种,1,technology,train,918
嗯make plan是非常有好处的,more,technology,train,921
嗯你可以组成战队也可以是自己加入进去一个游戏然后自己加入进去一个游戏的时候呢往往和人们的corporation就没有那么好,1,technology,train,924
嗯yes,1,technology,train,927
我的英文名字你可以叫Cary,1,persona,train,929
我是这边e c e 呃electronic and computer engineering school的phd,more,persona,train,930
我现在已经fourth year了,more,persona,train,931
呃我希望今年能graduate,1,persona,train,932
呃我是 呃我来自江苏province,1,persona,train,934
呃你好我是罗欣元然后you can call me Jack,more,persona,train,938
yeah so 呃我是MIC,more,persona,train,941
我们来聊一些关于sports的话题吧,1,persona,train,947
因为我对sports比较感兴趣我觉得男男生很多都对basketball啊或者是 其他的都比较感兴比较interested,3,persona,train,948
interested所以,1,persona,train,949
呃最近nba的playoff开打了然后我最喜呃我因为姚明的原因,2,persona,train,950
所以我我的favourite team是,more,persona,train,951
呃Houston Rocket,more,persona,train,952
呃然后最近他们和Golden State Warriors在打季后赛,more,persona,train,953
然后我最喜my favourite呃的player是James Harden,more,persona,train,956
呃我特别喜欢他的step step back three,more,persona,train,957
啊能shot然后他的身体非常strong,2,persona,train,960
seldom看了,1,persona,train,966
呃lol,1,persona,train,973
对也许这也算是一种sports,1,persona,train,976
然后但是我对呃l o l这些电竞还是有关注的,more,persona,train,980
比如说去去年last year的话我们,more,persona,train,981
当时就夺冠了吧就是那个world world world champion world championship,more,persona,train,983
然后social media都很,more,persona,train,985
大家都很excite excite exciting,more,persona,train,986
当然有很多关于关于国民老公王思聪那些interesting的 picture大家都看到了,2,persona,train,990
呃因为lol一直是korean people dominant嘛但是这第一次有中国人chinese chinese team夺冠了这还是,more,persona,train,993
中国本来是R N G有个队,more,persona,train,996
所以说当时很多人在骂这个U Z I,more,persona,train,1000
然后后来最后还好I G夺冠了,more,persona,train,1001
对然后当时我们晚上就是寝室就比较high嘛,1,persona,train,1002
很少very few,more,persona,train,1008
主要我觉得主要是我们非常busy吧,1,persona,train,1011
很少time去去因为大家都要work嘛,2,persona,train,1013
另外就是我们的partner他们也需要有work所以很难大家gather together一起去做,more,persona,train,1015
打l o l或其他的一些game,more,persona,train,1017
呃讲到U Z I我其实我去年也看了他们的比赛,more,persona,train,1021
啊当时我看那个live live live broadcast的时候我就发现,more,persona,train,1023
应该是I G当时表现状态他们他们,more,persona,train,1027
defeat那个最强的那个 team的时候就觉得他们还有机会,2,persona,train,1028
呃theshy theshy,more,persona,train,1033
yeah呃and because i think is u z i want the champion too much,more,persona,train,1036
大家对他们expectation太高了就是因为他们拿了冠军所以他们身上的那个他们太stressful然后身上burden太太重太heavy了所以,4,persona,train,1040
比较的没有达到我们expectation吧,1,persona,train,1044
four years and this is my fifth years in UST i previously study in HK Poly U香港理工大学你有听过吗,more,persona,train,1050
那你就是之后做的话做consulting的话是会在就是government下面吗还是说是会在就是一些企业哦企业,2,persona,train,1063
嗯那你们会去什么就实地去取一些sample吗然后做testing啊什么的还是就是,2,persona,train,1064
那那个我想问就是如果你去consulting做的话你们会是去那种就是third party consulting firm就比如说像那种什么P W C啊然后Deloitte啊这种的吗还是说会去那种,more,persona,train,1065
呃就是你们是会专门的做这种有consulting firm因为我感觉像刚刚那种是比较偏management consulting,more,persona,train,1066
你觉得就是这个行业的那个pay rate大概怎么样啊就是比如说会不会就是挣很多呀或者是特别富,more,persona,train,1069
就是intent去做做这些事情,1,persona,train,1085
对他对国际学生觉得这是非常的一种就是不respect他们对,1,persona,train,1088
如果有一些就是local firm的话就会,more,persona,train,1092
比较侧重会有粤语我之前有有面一家那个bank,1,persona,train,1093
然后他就是说因为它是commercial bank平时的target customer都会是那种呃local啊然后所以说它就是说其实,more,persona,train,1094
你可以看看tvb,1,persona,train,1097
完了以后它就是我觉得做的比较好就是它每一个那个呃有很多不同的lesson然后有很多不同topic,2,persona,train,1100
真的给你一些非常practical的一些sentences然后就可以跟它就是听它的那个录音练我觉得我当时突击了那么几天还是在面试中稍微的就是,2,persona,train,1103
会会少有就是像像我觉得你们consulting应该也还好因为我们consulting的时候大部分都是讲英讲英文,2,persona,train,1105
然后可能会有个别如果它的业务需求有那个就是local的话它会,1,persona,train,1106
让我感觉就是如果要是真有兴趣那什么的话直接PHD了是吧,1,persona,train,1126
是我之前那天就是听他们那个career center然后有给我们做一些sharing就是讲就是什么I A N G签证啊然后讲了什么五险一金啊那些的,more,persona,train,1135
然后他就说像就是如果读了一年 呃msc然后回国的话就是深圳落户是还给你返钱嘛,1,persona,train,1136
对就搞得搞得我在这边也没有做过intern啊然后也没有没有什么就是好好弄过,1,persona,train,1142
嗯但我感觉你们这个专业应该也就是local它是有需需求还是比较大的,1,persona,train,1146
就是要就是两个吧一个上面就是出国出国那个那个读读博啊什么的要么就是在local找工作还挺顺利的,1,persona,train,1149
呃hello我是来自engineering school的杨梦颖我的专业是information security,more,persona,train,1152
啊我是来自engineering enterprise management的赵天琪and i'm from um i'm studying master,more,persona,train,1155
呃what's your,more,persona,train,1159
西电university in西安,more,persona,train,1162
嗯陕西province,1,persona,train,1164
呃and my major in undergraduate is information security,more,persona,train,1166
i'm from上海交通university就上海交通大学and i'm learning软件工程,more,persona,train,1169
一年的msc program,more,persona,train,1176
go to上海交通university for post postgraduate,more,persona,train,1181
在上海交通大学是两年半对here is likeone year study so,more,persona,train,1182
find me more time to找找找一份更好的公司,more,persona,train,1185
对i think you you you have too,more,persona,train,1193
um so your major now is also 安全,more,persona,train,1200
so you you like码农,more,persona,train,1205
um maybe i我觉得我应该还是会做,more,persona,train,1207
um product相关的,more,persona,train,1208
product manager产品,more,persona,train,1209
我们是同一个学校yeah member,more,persona,train,1224
你你想在哪里找工作Hong Kong or mainland china,more,persona,train,1230
深圳maybe,1,persona,train,1233
yeah深圳or上海,2,persona,train,1234
然后可能就prefer to stay in Shanghai,more,persona,train,1239
local company or um foreign company外资公司,more,persona,train,1242
就是跟互联网公司都是本地的都是很少有外资的It's like,more,persona,train,1245
哦ok,1,persona,train,1256
呃没有一个特别确定的maybe I'm eating,more,persona,train,1260
在那个passion,1,persona,train,1262
I was born in西安,more,persona,train,1274
yeah but嗯sometimes need to do some,more,persona,train,1281
嗯do some,more,persona,train,1288
嗯running and stretching,more,persona,train,1289
嗯do you like do you like sports,more,persona,train,1294
哦have you seen avengers,more,persona,train,1303
this呃tomorrow,2,persona,train,1305
我我来自south korea,more,persona,train,1313
然后在香港i live in hong kong for like nine years so i am technically,more,persona,train,1315
现在是year two,more,persona,train,1320
但是i also like watching korean drama like during my weekend i watch netflix,more,persona,train,1322
但是我也喜欢出去活动for example hiking and playing badminton,more,persona,train,1323
呃I'm from Shanghai,more,persona,train,1331
and然后现在是在上海科技大学读,1,persona,train,1332
那投资管理就是operation's manage吗uh investment investment oh,more,persona,train,1351
practitioner part呃,more,persona,train,1356
啊那你大学是在上海毕业and then you came to Hong Kong for postgrad,more,persona,train,1362
啊好那那你现在现在在香港一年了你觉得怎么样 how do you feel about Hong Kong do you like it or,more,persona,train,1363
oh why why why为什么,more,persona,train,1365
呃the most important thing is,more,persona,train,1369
但是生活就是香港好一点因为public transportation here is,more,persona,train,1379
那个public transportation不是那么方便的要去巴士站或者地铁站要基本走五到十分钟左右对,more,persona,train,1382
我一年大概回韩国two to three times,more,persona,train,1385
yeah and then我每次回韩国会,more,persona,train,1386
or出去吃好吃的,1,persona,train,1389
然后做得比较more expensive so like i'd rather eat Korean food in Korea than Hong Kong,more,persona,train,1392
呃at weekends and like public holidays,more,persona,train,1398
除了上课的时间其他时间大家都会愿意跑到深圳去especially for our program is is a finance programmes and,more,persona,train,1404
a lot of companies呃investment as a manage companies,more,persona,train,1405
And the broker's uh at深圳so,more,persona,train,1406
我们同学会跑到深圳去实习so so some of them actually live in深圳but only,more,persona,train,1407
然后我也有那个深圳visa那个china visa三年的所以我,more,persona,train,1415
想好用好用一下like make the most out of the three years go to the深圳as much as possible,more,persona,train,1416
这样的吗所所以你们班上会有很多其他的就是foreigner嗯,1,persona,train,1418
对所以that's why I can speak mandarin,more,persona,train,1421
中学了不能那个catch up with the study,more,persona,train,1425
但是我住在深圳的时候I went to a local school and speak Chinese,more,persona,train,1427
and you呃 and you write Chinese and you can read,more,persona,train,1428
I can I used to我忘了,more,persona,train,1429
我那个operations management,more,persona,train,1434
就是说那个我们读quality management quality control and supply chain management,more,persona,train,1435
但是我以后是想做关于marketing的的专,1,persona,train,1436
关于marketing的工作,1,persona,train,1437
去我知道我其实 有marketing的这个关于这个项目为什么你不选那个,1,persona,train,1438
嗯有但是 I mean 能不能说marketing是too soft skill,more,persona,train,1439
所以他们建议我我有一个hard skill然后有marketing,more,persona,train,1441
然后operations management就是那个数字嘛,more,persona,train,1443
所以说我三年级的话我会second major marketing,more,persona,train,1450
那你还打算出去读呃postgraduate吗还是说就直接找工作这样,1,persona,train,1452
四年大学就enough呃我我不想再学习,1,persona,train,1454
哎那我我我我其实很好奇就是我听说在香港做marketing那个职位其实还比较少唉那你会不会跑到其他地方来求职,1,persona,train,1455
科大学你的postgrad,1,persona,train,1466
呃first of all i need a postgrad,more,persona,train,1467
呃if you want to go to some research,more,persona,train,1469
所以呃i have to do this,more,persona,train,1472
呃and why Hong Kong and why HKUST,more,persona,train,1473
is that first of all Hong Kong is just third largest啊i mean financial center,more,persona,train,1474
很很很OK的,1,persona,train,1476
我我综合的听了一些我之前的supervisor啊,1,persona,train,1480
然后包括我们之前那些就是我我做intern的时候的那些 或者analyst,2,persona,train,1481
呃商学院的reputation会比港大的强,1,persona,train,1485
呃experience其实可以在上海可能当做,1,persona,train,1490
maybe director or e d呃,more,persona,train,1494
standard那那你如果在香港的话可能你香港做个两三年然后他在内地就可以把你当作五六年来认,1,persona,train,1495
所以我我们啊我们大部分同学还是比较prefer在香港先找一份工作,1,persona,train,1496
那你有ideal company吗,more,persona,train,1499
呃great question,more,persona,train,1500
就是b b的投行啊什么的但是他们比较认你们本科生,more,persona,train,1502
的就是po就postgraduate他们,2,persona,train,1503
l don't like but UST跟跟Hong Kong u的区别就是,more,persona,train,1508
就我们这边很多很多竞买把buy side,more,persona,train,1509
呃就like,1,persona,train,1510
呃venture capitalprivateequity hedge funds,more,persona,train,1511
然后港大那边就是buy side还是就就应该 bank会多一点,more,persona,train,1514
对对对是我们r o I meanpostgraduate保管,more,persona,train,1515
所以我们就还蛮多像buy side的这种公司,more,persona,train,1516
然后我们会先升summer intention,more,persona,train,1518
对我我我现在升的就是一家呃在hedge fund里面做的summer intention,more,persona,train,1520
I did not come哎没有进,more,persona,train,1523
应该我我现在还没有一个公司我想进去但是在那个marketing也很大嘛,1,persona,train,1525
