updated,更新,0.9881433238915328,20
token,錢包,1.0685201660100447,42
last,最後,1.0109815145182448,10
immigration,移民,0.9344083342525997,20
model,模型,1.044607841938465,33
intermittent,間歇性,1.0741070635314716,150
honda,本田,0.9840935839084074,125
throttle,油門,1.028918818923824,340
circle,圓圈,1.0747933833328482,34
very,非常,0.9263818187339232,55
team,隊,1.0518441864922476,286
quiz,猜謎,0.9866048720030475,13
professional,職業,0.9899623616783886,9
two,兩,0.8920593887276604,20
gre,踼,1.197414628046661,2254
medium,媒介,1.0933826876353698,11
just,沒,0.965379886213159,200
deal,簽,1.0303741288837676,30
theme,主題,1.0534961720606877,147
show,視,1.0961080424961847,459
navigation,導航,1.0108053597468416,19
final,最後,1.028650111737745,51
modem,電話,1.1027035316071394,1244
pass,通過,1.0475884950387049,64
furnished,陳設,1.1399941805144633,1418
guest,嘉賓,1.0568704695919795,97
waive,抵償,1.0830481176417408,564
physics,物理,0.959708786148002,162
undergraduate,本科,1.0585136166388376,448
ta,欣,1.0857342453845704,29
mile,英里,1.0722120445013845,60
gift,贈送,0.9499954342705075,11
waiver,許可,1.0592225213776447,305
cash,現金,0.9675281879705923,36
hi,問,1.1216886035416862,150
club,俱樂部,1.0087041270540529,21
group,成員,0.9930735303072192,5
request,請求,0.9155767314665528,7
mock,嘲諷,1.0675787987888867,51
profile,網站,1.053380651656085,13
orientation,取向,1.0647804356204569,86
officer,副官,1.063744499465262,287
shoe,鞋,0.9843103301846335,37
brother,弟弟,0.8890478735763969,37
picture,圖片,0.9735597157932881,30
project,計畫,0.977324436904486,9
high,低,0.9906831740285776,7
preferred,適合,1.0560262494307744,107
warranty,保固,1.0424074559117158,144
backyard,遛狗,1.0812485891706152,263
expended,耗費,1.0426108228965205,81
car,車,0.9196061804924187,63
moderate,溫和,0.9796758396971514,7
state,州,1.0363179848445916,7
min,瑜,1.0326974474244852,32
ie,日,1.1337615900081228,963
thanks,雲,1.0134608315801321,212
clear,清楚,1.0494689990075983,365
willing,願意,1.0276414144339403,551
days,十天,0.9510205253931903,12
buss,耐,1.1738048239188137,3624
title,頭銜,1.1408892521851506,553
cable,纜線,1.0714790052559562,247
shared,分享,1.0234067810023448,4
individual,個別,1.008049033222442,14
american,美國,1.0427837818141366,33
router,有问题吗,1.103171942683799,1761
yellow,黃色,0.9786297086741453,66
line,線,0.9798585537360944,6
lab,實驗室,0.9747651347393749,7
mean,假如,1.0338353071043145,258
can,可以,0.9978810588213619,96
biotechnology,科技,1.0694902712191425,645
part,部份,1.0327773971949366,15
meal,正餐,0.9742445075292232,164
access,提供,1.033918290552998,34
fee,預繳,1.0216138059890016,83
one,個,0.9579732820390761,22
tips,花點,1.0493917650968856,59
low,低,0.9449893640121522,2
info,資料,1.0728269769996004,59
square,呎,1.098998267378736,122
visa,簽證,0.963932990352442,10
reserved,虛位,1.1398704776947624,218
civil,沖突,1.1598014717344045,545
ask,詢問,0.9688429794445652,155
person,某人,1.087819304920933,404
deliver,送來,1.0962391712112096,253
social,社會,0.9650956524366637,38
good,好,0.9980124338359744,69
oil,石油,0.9698481396444382,56
campus,校區,1.041921352134673,78
damage,受損,0.8967512616285455,13
student,學生,0.9564999249289878,25
august,九月,0.9542809000685477,14
funding,資金,1.028384392754934,134
mall,商場,0.9908395709430353,64
leadership,領導,1.000179426971977,24
grocery,雜貨,1.0305455609646974,339
l,e,a,r,n,e,r,',s
charge,討,1.0757559825200822,30
argue,認為,1.0196432391591677,814
activity,活動,0.9801008773368558,5
sponsor,贊助,0.9690712177920451,8
l,詹,1.1159801893797354,166
resume,繼續,1.016325990487509,22
code,編碼,1.037144872377869,30
refer,譯為,1.1270737034601601,116
examination,考試,1.0282532219535279,68
bid,投標,1.0590505274731183,25
ineligible,豁免,1.1361159439513244,393
lady,堂姊,1.0986383540117008,346
overnight,過夜,1.0548360071215799,75
stakeholders,各方,1.1555411584739677,3951
firestone,need more vectors
pictures,相片,1.0177545918571074,54
spring,秋天,0.9625000920922117,7
trick,帽子,1.0446293049374729,37
break,打破,1.0163365032452345,13
powered,動力,1.0785107243592176,725
toilet,洗澡,1.0002568148113469,130
tennis,網球,0.9927506144626679,70
seek,尋求,0.9412538800696418,12
would,希望,1.0652852617528545,369
me,你,0.976403525590257,228
excellent,不錯,1.0033902833047588,85
applied,應用,1.1327124434352844,580
small,較小,0.9715874299334697,11
resident,居住,1.0423787304526597,15
mini,系列,1.0668012795781745,24
tag,標籤,1.0754904669083123,222
later,後來,0.981120363177061,40
hotel,酒店,0.8946728955239448,14
standard,標準,0.875054900963262,7
holder,持有,1.1335143653233668,130
passport,護照,0.8639498668966008,4
referral,洽詢,1.1001943062648034,461
site,網站,0.9961560937341437,7
availability,需求,0.95030733053426,14
cleaning,清潔,0.9262374344110874,30
due,導致,0.9267871150625743,18
live,視,1.1120286834392525,100
recycle,回收,1.0296569623378877,68
three,四個,0.8878133451367011,22
blender,果凍,1.1378440708686974,1744
reliable,可靠,1.0413822523895682,557
learner,學習,1.054145422094154,129
relocate,搬遷,0.9904772196150949,25
front,後方,0.9905659803874236,4
smooth,平滑,0.9671543063565184,25
near,附近,0.9334349924426875,8
word,詞語,0.9795148979261218,118
report,報告,1.0206642288309256,9
case,案,1.0267581575709783,160
mic,笙,1.0958509121174413,18
condo,公寓,1.0858814034658504,261
street,街,0.9572017763609921,29
usd,美元,1.0327026606766814,97
shuttle,太空梭,1.091612143160107,468
attached,充當,1.0743747722364252,102
panel,四盞,1.1021562499218756,76
to,讓,0.9875833162408746,7
single,單,1.0068718728023434,4
bedding,衣物,1.1232630365021739,2173
traffic,擁塞,1.0886582812592387,298
still,仍然,0.9527107147552414,27
popular,受歡迎,1.0084185243149928,25
barbecue,燒烤,0.9735237065353399,131
drive,剷,1.059374252027543,28
trees,樹木,0.9606245356961897,126
appliances,電器,1.0604137890208996,556
coupon,限價,1.0693337622965766,283
pets,寵物,0.9824236376399312,50
conditions,狀況,1.0491083936108971,129
have,即使,1.0467391773136256,234
female,女性,0.9877404534334183,5
trash,垃圾,0.9621185432813268,36
center,中心,0.9703885813042079,4
important,重要,0.8680547182569777,7
study,學,0.9804474137156651,41
laundry,洗衣,0.9573788807501047,33
tower,鐘樓,1.015889622219376,121
back,然後,1.0544766010762603,36
restaurant,餐廳,0.8436494844593848,21
booking,訂票,1.0816707970400796,96
att,連,1.2121776207658568,1605
flyer,飛奔,1.1295181749509746,442
remain,依然,1.0402979606246585,40
use,使用,0.9141249923565562,6
luggage,行李,1.0132968198103864,132
baggage,行李,1.034866455541913,42
downtown,臨街,1.0841969717631181,1383
